挤,2,28,,
计,2,34,,
记,2,25,,
纪,2,30+,,
技,2,25,,
际,2,26,,
季,,,,
济,2,28,,
既,2,28+,,
继,2,30,,
寄,1,19,,
绩,2,39,,
加,2,24,,
家,1,7,,
甲,2,27,,
假,2,28,,
价,2,32,,
架,2,24,,
尖,,,,
坚,2,39,,
间,1,18,*,
艰,,,,
监,,,,
煎,,,,
兼,,,,
检,2,32,,
减,,,,
简,2,32,,
见,1,8,,
件,1,12,,
建,2,32,,
荐,,,,
健,2,32,,
渐,,,,
键,,,,
践,,,,
江,1,14,,
"将 ",2,29,,
讲,1,19,,
奖,,,,
降,,,,
酱,,,,
交,1,17,,
郊,2,21,,
胶,,,,
教,1,11,,
角,2,24,,
饺,1,17,*,
脚,2,35,,
叫,1,0,,
觉,1,19,*,
较,2,21,,
阶,,,,
接,2,30,,
揭,,,,
街,1,16,,
节,2,28,,
杰,,,,
结,2,34,,
姐,1,10,*,
解,2,32,,
介,2,22,,
届,,,,
界,2,22,,
借,2,21,,
巾,1,4,*,
斤,1,15,,
今,1,7,*,
金,1,15,*,
津,,,,
禁,,,,
仅,,,,
尽,2,35,,
紧,2,33,,
进,1,16,,
近,1,15,,
劲,,,,
京,1,0,,
经,1,19,,
惊,,,,
睛,2,22,,
精,2,40,,
"井 ",,,,
景,1,9,,
警,,,,
径,,,,
"净 ",2,33,,
竟,,,,
敬,2,39,,
静,2,33,,
境,,,,
镜,,,,
究,2,29+,,
九,1,0,,
久,2,24,,
酒,1,13,,
旧,1,8,,
救,2,30+,,
就,1,12,,
居,2,30,,
局,1,20,*,
举,2,39,,
巨,,,,
句,1,18,,
拒,,,,
具,2,34,,
剧,2,30,,
据,2,37,,
距,,,,
聚,,,,
卷,,,,
决,2,32,,
绝,,,,
军,2,34,,
均,,,,
君,,,,
咖,2,24+,,
卡,,,,
开,1,0,,
刊,,,,
看,1,0,,
康,2,32+,,
抗,,,,
考,,28,,
烤,,29,,
靠,,,,
科,2,27,,
可,1,3,*,
渴,2,28,,
克,2,40,,
刻,2,24,,
客,1,17,*,
课,1,15,,
肯,,,,
空,2,27,,
恐,,,,
孔,,,,
控,,,,
口,1,0,,
哭,2,30,,
苦,2,27,,
库,2,33+,,
裤,2,33+,,
夸,,,,
跨,,,,
块,1,13,,
快,1,13,,
筷,1,13,*,
宽,,,,
款,,,,
况,2,27,,
矿,,,,
亏,,,,
困,2,28,,
扩,,,,
括,,,,
拉,2,33,,
啦,2,33+,,
辣,,,,
来,1,6,,
兰,,,,
蓝,2,38+,,
篮,2,38+,,
览,,,,
浪,,,,
劳,2,38,,
老,1,3,,
乐,1,19,,
"了 ",1,11,,
雷,,,,
类,2,40,,
累,1,10,,
冷,2,21,,
离,1,14,,
黎,,,,
礼,,,,
李,1,7,,
里,1,7,,
理,2,21,,
力,1,11,*,
历,2,26,,
励,,,,
立,,,,
丽,,,,
利,2,34+,,
例,,,,
俩,2,34+,,
连,2,29,,
联,2,37,,
脸,2,32,,
练,1,18,,
炼,2,26+,,
恋,,,,
良,2,37+,,
凉,2,22,,
梁,,,,
量,2,33,,
粮,,,,
两,1,6,,
亮,2,24,,
辆,1,6,,
谅,2,34,,
疗,,,,
聊,,,,
料,2,27,,
列,,,,
烈,,,,
裂,,,,
邻,2,30,,
林,2,35,,
临,,,,
令,2,30,,
灵,,,,
零,2,30,,
龄,,,,
领,2,32,,
另,,,,
留,2,28,,
流,2,36,,
六,1,0,,
龙,2,36,,
楼,1,17,,
露,2,38,,
炉,,,,
陆,,,,
"录 ",2,25,,
路,1,16,,
旅,2,29,,
律,2,38,,
虑,,,,
率,,,,
绿,2,25,,
乱,2,24,,
略,,,,
轮,,,,
论,2,31,,
罗,,,,
洛,,,,
落,2,37,,
妈,1,0,,
麻,2,39+,,
马,1,0,,
码,,,,
骂,2,33+,,
"吗 ",1,2,,
买,1,3,,
麦,," ",,
卖,1,3,,
满,2,38,,
慢,2,29,,
忙,1,3,,
猫,2,38,,
毛,1,12,,
矛,2,39,,
冒,2,33+,,
贸,2,32,,
帽,2,33+,,
么,1,1,*,
没,1,3,,
媒,,,,
每,1,14,,
美,1,9,,
妹,2,34+,,
门,1,0,,
们,1,1,*,
盟,,,,
梦,2,35,,
迷,2,26,,
米,1,17,,
秘,,,,
密,,,,
棉,,,,
免,,,,
面,1,17,,
苗,2,38,,
描,,,,
妙,,,,
灭,,,,
民,2,21,,
敏,,,,
名,1,4,*,
明,1,8,*,
命,2,30," ",
模,,,,
磨,,,,
末,2,25,,
墨,,,,
莫,,,,
谋,,,,
某,2,36,,
母,1,13,*,
亩,,,,
姆,,,,
木,1,0,*,
目,2,31,,
幕,,,,
拿,1,18,,
哪,1,6,,
那,1,4,,
纳,,,,
乃,,,,
奶,2,31,,
耐,,,,
男,1,0,,
南,2,21,,
难,1,12,,
脑,2,25,,
闹,,,,
呢,1,6,,
内,2,27,,
能,1,12,,
尼,,,,
泥,2,40,,
你,1,1,,
拟,,,,
年,1,9,,
念,1,7,,
娘,2,30,,
鸟,2,29,,
您,1,3,,
宁,,,,
牛,1,10,,
农,2,21,,
弄,2,26,,
女,1,0,,
努,,36,,
怒,,,,
暖,2,38+,,
诺,,,,
欧,2,21,,
爬,2,35+,,
怕,1,9,,
拍,2,30,,
排,2,26,,
牌,,,,
派,2,37,,
乓,,,,
盘,2,24,,
判,,,,
旁,2,26,,
胖,1,14,,
炮,,,,
跑,1,17,,
培,,,,
配,,,,
朋,1,2,*,
碰,2,36,,
批,2,28,,
皮,2,23,,
啤,2,36+,,
偏,,,,
篇,2,33,,
片,1,3,,
骗,2,33,,
漂,2,24,,
票,1,14,,
拼,,,,
贫,,,,
品,2,24,,
聘,,,,
乒,,,,
平,1,20,,
评,2,28,,
苹,1,20,*,
凭,,,,
"瓶 ",2,37,,
坡,2,39,,
迫,,,,
破,2,36,,
普,,,,
铺,,,,
七,1,0,,
妻,2,34,,
期,1,16,*,
齐,2,28,,
其,1,16,*,
"奇 ",1,16,*,
骑,1,16,*,
旗,1,16,*,
企,,,,
"启 ",,,,
起,1,14,*,
气,1,11,,
弃,,,,
"汽 ",1,11,,
器,2,25,,
恰,,,,
千,1,7,,
铅,,,,
签,2,32,,
前,1,8,*,
钱,1,12,,
歉,,,,
枪,,,,
强,2,40,,
墙,2,36,,
侨,2,34,,
桥,2,34,,
巧,,,,
且,2,23,,
切,2,27,,
侵,,,,
亲,1,13,,
琴,,,,
青,1,11,,
轻,1,19,,
倾,,,,
清,2,21,,
情,1,11,,
晴,2,22,,
请,1,11,,
庆,,,,
穷,,,,
秋,2,22,,
求,2,26,,
球,2,26,,
区,2,21,,
曲,,,,
取,2,29,,
去,1,0,,
趋,,,,
趣,2,29,,
圈,,,,
权,,,,
全,2,31,,
拳,,,,
劝,,,,
缺,,,,
却,2,35,,
确,2,40,,
裙,,,,
群,,,,
然,2,25,,
染,,,,
让,2,23,,
扰,,,,
绕,,,,
热,2,23,,
人,1,0,,
仁,,,,
认,1,6,*,
任,2,32,,
扔,2,36,,
仍,,,,
日,1,2,*,
荣,,,,
容,2,26,,
肉,1,0,,
如,1,15,*,
入,2,29,,
软,2,25,,
若,,,,
弱,,,,
塞,,,,
赛,2,26,,
三,1,0,,
伞,,,,
散,2,39,,
丧,,,,
扫,,,,
色,1,11,*,
杀,2,38,,
"沙 ",,,,
厦,2,33,,
山,1,0,,
衫,,,,
扇,,,,
善,,,,
伤,2,40,,
"商 ",1,12,*,
赏,,,,
上,1,6,,
尚,2,36,,
烧,2,39,,
稍,,,,
勺,1,0,*,
少,1,6,,
绍,2,22,,
舌,1,13,,
蛇,2,30,,
舍,2,30,,
设,2,32,,
社,2,31,,
射,,,,
谁,1,7,,
申,,,,
伸,,,,
"身 ",1,11,*,
深,2,34,,
神,2,40,,
审,,,,
甚,,,,
升,2,40,,
生,1,6,,
声,1,18,*,
省,2,37,,
圣,,,,
"胜 ",2,40,,
盛,,,,
剩,,,,
失,2,38,,
师,1,5,*,
诗,2,35,,
"施 ",,,,
湿,,,,
十,1,0,,
石,2,25,,
时,1,18,*,
识,1,6,*,
实,2,29,,
拾,2,36,,
食,,,,
史,2,26,,
使,2,31,,
始,2,30,,
士,2,35,,
示,2,26,,
世,2,22,,
市,2,21,,
式,2,23,,
事,1,9,,
势,,,,
饰,,,,
试,2,23,,
视,2,26,,
是,1,1,,
适,2,23,,
室,2,23,,
释,,,,
匙,,,,
收,2,23,,
手,1,0,,
守,,,,
首,2,22,,
寿,,,,
受,2,38,,
授,,,,
售,,,,
兽,,,,
瘦,,,,
书,1,0,,
叔,,,,
殊,,,,
舒,2,30,,
输,2,37,,
熟,2,39+,,
暑,2,28,,
属,,,,
数,1,18,,
术,2,25,,
束,,,,
述,,,,
树,1,7,,
双,2,23,,
水,1,0,,
税,,,,
睡,2,36,,
顺,,,,
说,1,0,,
司,1,18,*,
丝,,,,
私,,,,
思,2,25,,
斯,,,,
死,2,24,,
四,1,0,,
寺,2,35,,
似,,,,
松,,,,
送,2,21,,
苏,,,,
诉,2,31,,
俗,,,,
素,,,,
速,,,,
宿,2,30,,
酸,,,,
算,2,23,,
虽,2,25,,
随,,,,
岁,1,13,,
碎,,,,
孙,,,,
损,,,,
缩,,,,
所,1,11,*,
索,,,,
锁,,,,
他,1,2,,
它,2,30,,
她,1,2,,
塔,,,,
台,2,26,,
抬,2,33,,
太,1,3,,
态,2,39,,
谈,2,21,,
弹,,,,
坦,,,,
探,,,,
汤,2,29,,
唐,,,,
堂,2,28,,
糖,,,,
躺,2,36,,
逃,2,36,,
讨,2,31,,
套,2,37,,
特,2,36,,
疼,2,27,,
踢,2,26,,
提,2,32+,,
题,1,18,,
体,1,11,*,
替,2,38,,
天,1,7,,
田,1,0,,
甜,,,,
填,,,,
挑,2,26,,
"条 ",1,18,,
跳,2,26,,
贴,2,37,,
铁,2,27,,
厅,2,27,,
"听 ",1,18,,
庭,2,36,,
停,2,30,,
挺,2,36,,
通,2,38,,
同,1,11,*,
铜,,,,
童,2,31+,,
统,,,,
痛,2,38,,
偷,2,37,,
头,1,2,,
投,,,,
透,,,,
突,2,33,,
图,2,21,,
徒,,,,
途,,,,
土,1,7,,
团,2,32,,
推,2,33,,
腿,2,35,,
退,2,35,,
托,,,,
拖,,,,
脱,2,29,,
挖,2,40,,
瓦,,,,
外,1,8,*,
湾,,,,
完,2,23,,
玩,1,17,*,
晚,2,22,,
碗,2,36+,,
万,1,13,,
亡,,,,
王,1,1,,
网,2,25,,
往,1,16,,
忘,2,24,,
望,2,38,,
危,2,32+,,
威,,,,
微,,,,
为,1,11,,
违,,,,
围,2,29,,
唯,,,,
维,,,,
伟,2,35,,
伪,,,,
尾,,,,
委,,,,
卫,,,,
未,2,34,,
位,2,26,,
味,,,,
谓,,,,
喂,,,,
温,2,22,,
文,1,1,,
闻,2,31,,
蚊,,,,
稳,,,,
问,1,6,,
我,1,0,,
卧,,,,
握,2,30,,
污,,,,
屋,1,10,*,
无,2,35,,
五,1,0,,
午,1,9,*,
伍,,,,
武,,,,
舞,2,39+,,
勿,2,34,,
务,2,32,,
物,2,34,,
"误 ",2,37,,
西,1,14,,
吸,1,17,,
希,2,38,,
析,,,,
息,1,9,*,
习,1,2,*,
席,,,,
袭,,,,
洗,2,24,,
喜,2,33,,
戏,,,,
系,1,18,,
细,2,37,,
虾,,,,
"下 ",1,8,*,
吓,2,36,,
夏,2,23+,,
仙,,,,
先,1,6,,
鲜,,,,
"闲 ",,,,
咸,2,29,,
显,,,,
险,2,32+,,
县,,,,
现,1,9,*,
限,,,,
线,2,23,,
宪,,,,
陷,,,,
献,,,,
乡,,,,
相,1,3,*,
香,1,9,,
箱,2,21,,
详,,,,
享,,,,
响,2,35,,
想,1,3,,
向,2,33,,
项,,,,
巷,,,,
象,2,25,,
像,2,25,,
消,2,39,,
销,,,,
小,1,0,,
孝,,,,
校,1,17,*,
笑,2,27,,
效,,,,
些,2,22,,
协,,,,
鞋,2,30,,
写,1,4,,
械,,,,
谢,1,11,*,
心,1,1,,
辛,2,38,,
欣,,,,
新,1,15,,
信,1,19,,
兴,1,12,*,
星,1,11,*,
行,1,9,,
刑,,,,
形,,,,
型,,,,
醒,2,35,,
幸,2,34,,
性,2,34,,
姓,1,6,,
兄,,,,
雄,,,,
熊,,,,
休,1,9,*,
修,2,25,,
秀,,,,
袖,,,,
须,2,38,,
需,2,23,,
许,2,23,,
序,,,,
续,2,33+,,
宣,,,,
旋,,,,
选,,,,
削,,,,
学,1,1,,
雪,2,21,,
血,,,,
旬,,,,
寻,,,,
询,,,,
训,,,,
讯,,,,
迅,,,,
压,,,,
呀,,,,
鸭,2,29+,,
牙,1,17,,
雅,,,,
亚,2,21,,
烟,1,17,,
延,,,,
严,2,29,,
言,2,30+,,
炎,,,,
沿,,,,
研,2,29+,,
盐,,,,
颜,2,39,,
眼,2,22,,
演,2,30,,
宴,2,39,,
验,2,34+,,
"央 ",,,,
羊,1,0,,
扬,2,39,,
阳,2,22,,
洋,1,12,*,
养,,,,
样,,,,
要,1,14,,
邀,,,,
谣,,,,
药,2,27,,
钥,,,,
爷,2,39,,
也,1,2,,
野,,,,
业,2,28,,
叶,2,36,,
页,1,18,,
夜,,,,
液,,,,
一,1,0,,
伊,,,,
衣,1,12,*,
医,2,27,,
依,,,,
仪,,,,
宜,2,32,,
移,,,,
遗,,,,
疑,,,,
乙,2,27,,
已,1,19,*,
以,1,4,*,
椅,1,16,*,
亿,2,27,,
义,2,31,,
艺,2,27,,
忆,2,27+,,
议,2,32,,
亦,,,,
异,,,,
译,2,35,,
易,2,26,,
益,,,,
谊,2,32,,
意,2,25,,
因,1,11,,
阴,2,22,,
音,1,18,,
姻,,,,
银,2,29,,
引,,,,
饮,,,,
印,,,,
应,1,18,*,
英,1,7,*,
迎,2,33,,
营,,,,
赢,,,,
影,1,9,*,
映,,,,
硬,2,25,,
拥,,,,
泳,2,35,,
永,2,35,,
勇,,,,
用,1,4,,
优,,,,
忧,,,,
尤,,,,
由,1,19,,
邮,1,19,*,
油,2,31,,
"游 ",2,35,,
友,1,2,*,
有,1,3,,
又,1,18,,
右,1,16,,
幼,,,,
于,2,22,,
予,,,,
余,2,34,,
鱼,1,0,,
愉,2,37,,
与,,,,
雨,1,12,,
语,1,4,*,
玉,1,1,,
育,2,26,,
预,,,,
域,,,,
遇,2,40+,,
欲,,,,
"寓 ",,,,
愈,,,,
元,1,12,,
园,1,14,*,
员,2,30,,
原,2,25,,
圆,2,30,,
援,,,,
源,2,25,,
远,1,14,,
怨,,,,
院,1,14,*,
愿,2,25,,
约,1,9,,
月,1,9,,
越,2,27+,,
阅,,,,
云,2,22,,
允,,,,
运,2,33,,
扎,,,,
杂,2,28,,
灾,,,,
载,,,,
在,1,7,,
再,1,8,,
咱,1,17,*,
暂,,,,
赞,2,40,,
脏,2,24,,
遭,,,,
"早 ",1,7,,
澡,2,36,,
造,2,32,,
则,,,,
责,2,39,,
择,,,,
怎,1,12,*,
增,2,35,,
炸,,,,
展,2,31,,
占,2,23,,
战,,,,
站,1,16,,
章,2,31,,
张,1,6,,
掌,2,30,,
丈,2,34,,
帐,,,,
障,,,,
招,,,,
着,2,24,,
找,1,8,,
召,2,22,,
照,2,22,,
折,,,,
哲,,,,
者,1,15,*,
这,1,2,,
针,2,27,,
真,1,8,,
诊,,,,
阵,,,,
振,,,,
震,,,,
镇,,,,
争,2,33,,
征,,,,
整,2,38,,
正,2,22,,
证,2,32,,
症,,,,
政,,,,
之,2,25,,
支,1,12,,
"只 ",1,4,,
汁,,,,
枝,2,37,,
知,2,23,,
织,,32,,
执,,,,
直,2,27,,
值,,,,
职,2,29,,
植,,,,
殖,,,,
止,,,,
址,1,19,*,
纸,1,7,,
指,2,39,,
至,,,,
志,2,28,,
制,2,32,,
质,,,,
治,2,27,,
致,,,,
智,,,,
置,,,,
中,1,0,,
终,2,37,,
忠,,,,
钟,1,14,,
种,1,0,,
众,2,31,,
州,2,21,,
周,2,25,,
洲,2,21,,
猪,2,23,,
竹,1,4,,
逐,,,,
主,1,8,*,
助,2,29,,
住,1,14,,
注,2,25,,
驻,,,,
祝,1,13,,
著,,,,
筑,,,,
抓,2,35+,,
专,2,28,,
转,2,30,,
庄,2,24,,
装,2,40,,
壮,2,40,,
状,,,,
追,,,,
准,2,31,,
桌,1,11,*,
资,2,29,,
子,1,1,*,
仔,2,37,,
自,1,8,*,
字,1,4,,
宗,,,,
综,,,,
总,2,25,,
走,1,11,,
奏,,,,
租,1,23," ",
足,2,26,,
族,2,37,,
阻,,,,
组,2,32,,
祖,1,13,*,
钻,,,,
嘴,2,39,,
最,1,19,,
罪,,,,
醉,,,,
尊,,,,
昨,1,9,*,
左,1,16,,
作,1,2,,
坐,1,11,,
座,1,16,,
做,1,20,,
笨,1,18,,**
棵,1,15,,**
泡,1,17,,**
什,1,1,*,**
梯,1,17,*,**
芽,1,17,*,**
悲,2,38,,**
丙,2,27,,**
抄,2,26,,**
蠢,2,40+,,**
档,2,40,,**
递,2,22+,,**
钉,2,27,,**
弓,2,3+,,**
柜,2,37,,**
盒,2,24,,**
悔,2,39,,**
昏,2,34,,**
检,2,32,,**
箭,2,40,,**
剪,2,24,,**
桔,2,33,,**
狼,2,37+,,**
怜,2,38,,**
馒,2,29,,**
貌,2,37+,,**
庙,2,35,,**
棋,2,26,,**
浅,2,34,,**
敲,2,37,,**
晒,2,40,,**
刷,2,24,,**
叹,2,40,,**
趟,2,36,,**
桃,2,26,,**
亭,2,30,,**
桶,2,38,,**
兔,2,23+,,**
吐,2,27+,,**
袜,2,38,,**
吴,2,37,,**
惜,2,26,,**
愚,2,40+,,**
皂,2,24,,**
招,2,22,,**
挣,2,33,,**
爪,2,35+,,**
撞,2,38,,**
,1642,,,
