图,1,1997,2008,6,3,"1,3",4,
在,1,1997,2008,6,3,"1,3",5,
没,1,1997,2008,6,3,"1,3",6,
想,1,1997,2008,6,3,"1,3",7,
北,1,1997,2008,6,3,"1,3",8,
京,1,1997,2008,6,3,"1,3",9,
南,1,1997,2008,6,3,"1,3",10,
山,1,1997,2008,6,3,"1,3",11,
东,1,1997,2008,6,3,"1,3",12,
西,1,1997,2008,6,3,"1,3",13,
家,1,1997,2008,7,4,"1,4",14,
有,1,1997,2008,7,4,"1,4",15,
几,1,1997,2008,7,4,"1,4",1,
口,1,1997,2008,7,4,"1,4",2,
回,1,1997,2008,7,4,"1,4",3,
方,1,1997,2008,7,4,"1,4",4,
上,1,1997,2008,7,4,"1,4",5,
海,1,1997,2008,7,4,"1,4",6,
孩,1,1997,2008,7,4,"1,4",7,
子,1,1997,2008,7,4,"1,4",8,
个,1,1997,2008,7,4,"1,4",9,
男,1,1997,2008,7,4,"1,4",10,
女,1,1997,2008,7,4,"1,4",11,
爱,1,1997,2008,7,4,"1,4",12,
工,1,1997,2008,7,4,"1,4",13,
作,1,1997,2008,7,4,"1,4",14,
她,1,1997,2008,7,4,"1,4",15,
喝,1,1997,2008,8,5,"1,5",1,
点,1,1997,2008,8,5,"1,5",2,
茶,1,1997,2008,8,5,"1,5",3,
杯,1,1997,2008,8,5,"1,5",4,
可,1,1997,2008,8,5,"1,5",5,
乐,1,1997,2008,8,5,"1,5",6,
馆,1,1997,2008,8,5,"1,5",7,
要,1,1997,2008,8,5,"1,5",8,
花,1,1997,2008,8,5,"1,5",9,
还,1,1997,2008,8,5,"1,5",10,
红,1,1997,2008,8,5,"1,5",11,
黑,1,1997,2008,8,5,"1,5",12,
喜,1,1997,2008,8,5,"1,5",13,
欢,1,1997,2008,8,5,"1,5",14,
酒,1,1997,2008,8,5,"1,5",15,
开,1,1997,2008,8,5,"1,5",16,
水,1,1997,2008,8,5,"1,5",17,
凉,1,1997,2008,8,5,"1,5",18,
时,1,1997,2008,9,6,"1,6",1,
候,1,1997,2008,9,6,"1,6",2,
今,1,1997,2008,9,6,"1,6",3,
年,1,1997,2008,9,6,"1,6",4,
坐,1,1997,2008,9,6,"1,6",5,
飞,1,1997,2008,9,6,"1,6",6,
机,1,1997,2008,9,6,"1,6",7,
火,1,1997,2008,9,6,"1,6",8,
车,1,1997,2008,9,6,"1,6",9,
来,1,1997,2008,9,6,"1,6",10,
天,1,1997,2008,9,6,"1,6",11,
买,1,1997,2008,9,6,"1,6",12,
票,1,1997,2008,9,6,"1,6",13,
了,1,1997,2008,9,6,"1,6",14,
多,1,1997,2008,9,6,"1,6",15,
少,1,1997,2008,9,6,"1,6",16,
画,1,1997,2008,9,6,"1,6",101,
远,1,1997,2008,9,6,"1,6",102,
色,1,1997,2008,9,6,"1,6",103,
近,1,1997,2008,9,6,"1,6",104,
听,1,1997,2008,9,6,"1,6",105,
无,1,1997,2008,9,6,"1,6",106,
声,1,1997,2008,9,6,"1,6",107,
春,1,1997,2008,9,6,"1,6",108,
鸟,1,1997,2008,9,6,"1,6",109,
惊,1,1997,2008,9,6,"1,6",110,
久,1,1997,2008,10,7,"2,1",1,
见,1,1997,2008,10,7,"2,1",2,
最,1,1997,2008,10,7,"2,1",3,
近,1,1997,2008,10,7,"2,1",4,
以,1,1997,2008,10,7,"2,1",5,
张,1,1997,2008,10,7,"2,1",6,
教,1,1997,2008,10,7,"2,1",7,
元,1,1997,2008,10,7,"2,1",8,
万,1,1997,2008,10,7,"2,1",9,
民,1,1997,2008,10,7,"2,1",10,
画,1,1997,2008,10,7,"2,1",11,
报,1,1997,2008,10,7,"2,1",12,
玩,1,1997,2008,10,7,"2,1",13,
朋,1,1997,2008,10,7,"2,1",14,
友,1,1997,2008,10,7,"2,1",15,
里,1,1997,2008,10,7,"2,1",16,
重,1,1997,2008,10,7,"2,1",17,
认,1,1997,2008,10,7,"2,1",18,
识,1,1997,2008,10,7,"2,1",19,
岁,1,1997,2008,10,7,"2,1",20,
走,1,1997,2008,10,7,"2,1",21,
间,1,1997,2008,10,7,"2,1",22,
到,1,1997,2008,10,7,"2,1",23,
再,1,1997,2008,10,7,"2,1",24,
现,1,1997,2008,11,8,"2,2",1,
正,1,1997,2008,11,8,"2,2",2,
长,1,1997,2008,11,8,"2,2",3,
班,1,1997,2008,11,8,"2,2",4,
同,1,1997,2008,11,8,"2,2",5,
只,1,1997,2008,11,8,"2,2",6,
半,1,1997,2008,11,8,"2,2",7,
会,1,1997,2008,11,8,"2,2",8,
能,1,1997,2008,11,8,"2,2",9,
课,1,1997,2008,11,8,"2,2",10,
画,1,1997,2008,11,8,"2,2",11,
听,1,1997,2008,11,8,"2,2",12,
懂,1,1997,2008,11,8,"2,2",13,
虎,1,1997,2008,11,8,"2,2",14,
昨,1,1997,2008,11,8,"2,2",15,
念,1,1997,2008,11,8,"2,2",16,
下,1,1997,2008,11,8,"2,2",17,
问,1,1997,2008,11,8,"2,2",1,
题,1,1997,2008,11,8,"2,2",2,
知,1,1997,2008,12,9,"2,3",3,
道,1,1997,2008,12,9,"2,3",4,
吧,1,1997,2008,12,9,"2,3",5,
江,1,1997,2008,12,9,"2,3",6,
黄,1,1997,2008,12,9,"2,3",7,
河,1,1997,2008,12,9,"2,3",8,
川,1,1997,2008,12,9,"2,3",9,
自,1,1997,2008,12,9,"2,3",10,
行,1,1997,2008,12,9,"2,3",11,
用,1,1997,2008,12,9,"2,3",12,
筷,1,1997,2008,12,9,"2,3",13,
吃,1,1997,2008,12,9,"2,3",14,
饭,1,1997,2008,12,9,"2,3",15,
孔,1,1997,2008,12,9,"2,3",16,
边,1,1997,2008,12,9,"2,3",17,
湖,1,1997,2008,12,9,"2,3",18,
请,1,1997,2008,13,10,"2,4",1,
进,1,1997,2008,13,10,"2,4",2,
干,1,1997,2008,13,10,"2,4",3,
事,1,1997,2008,13,10,"2,4",4,
刚,1,1997,2008,13,10,"2,4",5,
出,1,1997,2008,13,10,"2,4",6,
休,1,1997,2008,13,10,"2,4",7,
息,1,1997,2008,13,10,"2,4",8,
太,1,1997,2008,13,10,"2,4",9,
哥,1,1997,2008,13,10,"2,4",10,
住,1,1997,2008,13,10,"2,4",11,
房,1,1997,2008,13,10,"2,4",12,
离,1,1997,2008,13,10,"2,4",13,
电,1,1997,2008,13,10,"2,4",14,
楼,1,1997,2008,13,10,"2,4",15,
远,1,1997,2008,13,10,"2,4",16,
明,1,1997,2008,13,10,"2,4",17,
给,1,1997,2008,13,10,"2,4",18,
打,1,1997,2008,13,10,"2,4",19,
菜,1,1997,2008,14,11,"2,5",1,
位,1,1997,2008,14,11,"2,5",2,
鱼,1,1997,2008,14,11,"2,5",3,
鸡,1,1997,2008,14,11,"2,5",4,
牛,1,1997,2008,14,11,"2,5",5,
肉,1,1997,2008,14,11,"2,5",6,
羊,1,1997,2008,14,11,"2,5",7,
份,1,1997,2008,14,11,"2,5",8,
白,1,1997,2008,14,11,"2,5",9,
古,1,1997,2008,14,11,"2,5",10,
米,1,1997,2008,14,11,"2,5",11,
饺,1,1997,2008,14,11,"2,5",12,
做,1,1997,2008,14,11,"2,5",13,
错,1,1997,2008,14,11,"2,5",14,
饿,1,1997,2008,14,11,"2,5",15,
先,1,1997,2008,14,11,"2,5",16,
快,1,1997,2008,14,11,"2,5",17,
慢,1,1997,2008,14,11,"2,5",18,
谢,1,1997,2008,14,11,"2,5",19,
安,1,1997,2008,15,12,"2,6",1,
门,1,1997,2008,15,12,"2,6",2,
钱,1,1997,2008,15,12,"2,6",3,
毛,1,1997,2008,15,12,"2,6",4,
分,1,1997,2008,15,12,"2,6",5,
块,1,1997,2008,15,12,"2,6",6,
从,1,1997,2008,15,12,"2,6",7,
站,1,1997,2008,15,12,"2,6",8,
医,1,1997,2008,15,12,"2,6",9,
院,1,1997,2008,15,12,"2,6",10,
路,1,1997,2008,15,12,"2,6",11,
汽,1,1997,2008,15,12,"2,6",12,
后,1,1997,2008,15,12,"2,6",13,
往,1,1997,2008,15,12,"2,6",14,
前,1,1997,2008,15,12,"2,6",15,
就,1,1997,2008,15,12,"2,6",16,
庄,1,1997,2008,15,12,"2,6",101,
蝴,1,1997,2008,15,12,"2,6",102,
蝶,1,1997,2008,15,12,"2,6",103,
睡,1,1997,2008,15,12,"2,6",104,
梦,1,1997,2008,15,12,"2,6",105,
关,1,1997,2008,16,13,"3,1",1,
放,1,1997,2008,16,13,"3,1",2,
活,1,1997,2008,16,13,"3,1",3,
包,1,1997,2008,16,13,"3,1",4,
更,1,1997,2008,16,13,"3,1",5,
声,1,1997,2008,16,13,"3,1",6,
丁,1,1997,2008,16,13,"3,1",7,
才,1,1997,2008,16,13,"3,1",8,
父,1,1997,2008,16,13,"3,1",9,
亲,1,1997,2008,16,13,"3,1",10,
对,1,1997,2008,16,13,"3,1",11,
面,1,1997,2008,16,13,"3,1",12,
商,1,1997,2008,16,13,"3,1",13,
店,1,1997,2008,16,13,"3,1",14,
杜,1,1997,2008,16,13,"3,1",15,
和,1,1997,2008,16,13,"3,1",16,
主,1,1997,2008,16,13,"3,1",17,
物,1,1997,2008,16,13,"3,1",18,
象,1,1997,2008,16,13,"3,1",19,
比,1,1997,2008,16,13,"3,1",20,
高,1,1997,2008,16,13,"3,1",21,
母,1,1997,2008,16,13,"3,1",22,
如,1,1997,2008,16,13,"3,1",23,
果,1,1997,2008,16,13,"3,1",24,
晚,1,1997,2008,16,13,"3,1",25,
早,1,1997,2008,16,13,"3,1",26,
兴,1,1997,2008,16,13,"3,1",27,
发,1,1997,2008,17,14,"3,2",1,
音,1,1997,2008,17,14,"3,2",2,
意,1,1997,2008,17,14,"3,2",3,
思,1,1997,2008,17,14,"3,2",4,
钢,1,1997,2008,17,14,"3,2",5,
笔,1,1997,2008,17,14,"3,2",6,
觉,1,1997,2008,17,14,"3,2",7,
难,1,1997,2008,17,14,"3,2",8,
又,1,1997,2008,17,14,"3,2",9,
每,1,1997,2008,17,14,"3,2",10,
午,1,1997,2008,17,14,"3,2",11,
些,1,1997,2008,17,14,"3,2",12,
讲,1,1997,2008,17,14,"3,2",13,
身,1,1997,2008,17,14,"3,2",14,
体,1,1997,2008,17,14,"3,2",15,
为,1,1997,2008,17,14,"3,2",16,
忙,1,1997,2008,17,14,"3,2",17,
次,1,1997,2008,18,15,"3,3",1,
区,1,1997,2008,18,15,"3,3",2,
别,1,1997,2008,18,15,"3,3",3,
气,1,1997,2008,18,15,"3,3",4,
言,1,1997,2008,18,15,"3,3",5,
常,1,1997,2008,18,15,"3,3",6,
雨,1,1997,2008,18,15,"3,3",7,
冷,1,1997,2008,18,15,"3,3",8,
春,1,1997,2008,18,15,"3,3",9,
风,1,1997,2008,18,15,"3,3",10,
秋,1,1997,2008,18,15,"3,3",11,
热,1,1997,2008,18,15,"3,3",12,
城,1,1997,2008,18,15,"3,3",13,
市,1,1997,2008,18,15,"3,3",14,
化,1,1997,2008,18,15,"3,3",15,
心,1,1997,2008,18,15,"3,3",16,
广,1,1997,2008,18,15,"3,3",17,
场,1,1997,2008,18,15,"3,3",18,
公,1,1997,2008,18,15,"3,3",19,
园,1,1997,2008,18,15,"3,3",20,
非,1,1997,2008,18,15,"3,3",21,
药,1,1997,2008,19,16,"3,4",1,
龙,1,1997,2008,19,16,"3,4",2,
找,1,1997,2008,19,16,"3,4",3,
钟,1,1997,2008,19,16,"3,4",4,
影,1,1997,2008,19,16,"3,4",5,
始,1,1997,2008,19,16,"3,4",6,
起,1,1997,2008,19,16,"3,4",7,
病,1,1997,2008,19,16,"3,4",8,
头,1,1997,2008,19,16,"3,4",9,
疼,1,1997,2008,19,16,"3,4",10,
夫,1,1997,2008,19,16,"3,4",11,
种,1,1997,2008,19,16,"3,4",12,
定,1,1997,2008,19,16,"3,4",13,
片,1,1997,2008,19,16,"3,4",14,
脑,1,1997,2008,19,16,"3,4",15,
让,1,1997,2008,19,16,"3,4",16,
新,1,1997,2008,19,16,"3,4",17,
着,1,1997,2008,20,17,"3,5",1,
等,1,1997,2008,20,17,"3,5",2,
差,1,1997,2008,20,17,"3,5",3,
忘,1,1997,2008,20,17,"3,5",4,
因,1,1997,2008,20,17,"3,5",5,
所,1,1997,2008,20,17,"3,5",6,
把,1,1997,2008,20,17,"3,5",7,
带,1,1997,2008,20,17,"3,5",8,
办,1,1997,2008,20,17,"3,5",9,
室,1,1997,2008,20,17,"3,5",10,
手,1,1997,2008,20,17,"3,5",11,
提,1,1997,2008,20,17,"3,5",12,
己,1,1997,2008,20,17,"3,5",13,
拿,1,1997,2008,20,17,"3,5",14,
轻,1,1997,2008,20,17,"3,5",15,
收,1,1997,2008,20,17,"3,5",16,
衣,1,1997,2008,20,17,"3,5",17,
服,1,1997,2008,20,17,"3,5",18,
夜,1,1997,2008,20,17,"3,5",19,
共,1,1997,2008,20,17,"3,5",20,
祝,1,1997,2008,21,18,"3,6",1,
平,1,1997,2008,21,18,"3,6",2,
刻,1,1997,2008,21,18,"3,6",3,
骑,1,1997,2008,21,18,"3,6",4,
真,1,1997,2008,21,18,"3,6",5,
成,1,1997,2008,21,18,"3,6",6,
唱,1,1997,2008,21,18,"3,6",7,
歌,1,1997,2008,21,18,"3,6",8,
当,1,1997,2008,21,18,"3,6",9,
校,1,1997,2008,21,18,"3,6",10,
升,1,1997,2008,21,18,"3,6",11,
辆,1,1997,2008,21,18,"3,6",12,
租,1,1997,2008,21,18,"3,6",13,
便,1,1997,2008,21,18,"3,6",14,
动,1,1997,2008,21,18,"3,6",15,
旁,1,1997,2008,21,18,"3,6",16,
旧,1,1997,2008,21,18,"3,6",17,
金,1,1997,2008,21,18,"3,6",18,
信,1,1997,2008,21,18,"3,6",19,
虽,1,1997,2008,21,18,"3,6",20,
然,1,1997,2008,21,18,"3,6",21,
泥,1,1997,2008,22,chanson,chanson,1,
湾,1,1997,2008,22,chanson,chanson,2,
蓝,1,1997,2008,22,chanson,chanson,3,
香,1,1997,2008,22,chanson,chanson,4,
光,1,1997,2008,22,chanson,chanson,5,
处,1,1997,2008,22,chanson,chanson,6,
稼,1,1997,2008,22,chanson,chanson,7,
遍,1,1997,2008,22,chanson,chanson,8,
楚,2,1991,2013,5,5,5,1,
传,2,1991,2013,5,5,5,2,
代,2,1991,2013,5,5,5,3,
怪,2,1991,2013,5,5,5,4,
或,2,1991,2013,5,5,5,5,
经,2,1991,2013,5,5,5,6,
睛,2,1991,2013,5,5,5,7,
句,2,1991,2013,5,5,5,8,
留,2,1991,2013,5,5,5,9,
奇,2,1991,2013,5,5,5,10,
墙,2,1991,2013,5,5,5,11,
清,2,1991,2013,5,5,5,12,
求,2,1991,2013,5,5,5,13,
特,2,1991,2013,5,5,5,14,
条,2,1991,2013,5,5,5,15,
突,2,1991,2013,5,5,5,16,
相,2,1991,2013,5,5,5,17,
眼,2,1991,2013,5,5,5,18,
章,2,1991,2013,5,5,5,19,
指,2,1991,2013,5,5,5,20,
被,2,1991,,,,,1,
表,2,1991,2013,6,6,6,2,1
处,2,1991,2013,6,6,6,3,
词,2,1991,2013,6,6,6,4,2
感,2,1991,2013,6,6,6,5,
构,2,1991,2013,6,6,6,6,3
假,2,1991,2013,6,6,6,7,4
较,2,,2013,6,6,6,,5
科,2,1991,2013,6,6,6,8,6
礼,2,1991,2013,6,6,6,1,
林,2,,2013,6,6,6,,7
落,2,1991,2013,6,6,6,2,8
其,2,1991,2013,6,6,6,3,9
趣,2,1991,2013,6,6,6,4,10
使,2,1991,2013,6,6,6,5,
术,2,1991,2013,6,6,6,6,11
送,2,1991,2013,6,6,6,7,
义,2,1991,2013,6,6,6,8,12
艺,2,1991,2013,6,6,6,9,13
优,2,1991,2013,6,6,6,10,14
由,2,1991,2013,6,6,6,11,15
原,2,1991,2013,6,6,6,12,16
越,2,1991,2013,6,6,6,13,17
至,2,,2013,6,6,6,,18
组,2,1991,,6,6,6,14,19
布,2,,2013,1,1,1,1,
除,2,,2013,1,1,1,2,
但,2,,2013,1,1,1,3,
积,2,,2013,1,1,1,4,
极,2,,2013,1,1,1,5,
欧,2,,2013,1,1,1,6,
全,2,,2013,1,1,1,7,
省,2,,2013,1,1,1,8,
数,2,,2013,1,1,1,9,
亿,2,,2013,1,1,1,10,
约,2,,2013,1,1,1,11,
占,2,,2013,1,1,1,12,
洲,2,,2013,1,1,1,13,
族,2,,2013,1,1,1,14,
帮,2,,2013,2,2,2,1,
查,2,,2013,2,2,2,2,
朝,2,,2013,2,2,2,3,
吹,2,,2013,2,2,2,4,
帝,2,,2013,2,2,2,5,
顿,2,,2013,2,2,2,6,
皇,2,,2013,2,2,2,7,
奶,2,,2013,2,2,2,8,
拳,2,,2013,2,2,2,9,
赛,2,,2013,2,2,2,10,
食,2,,2013,2,2,2,11,
宋,2,,2013,2,2,2,12,
堂,2,,2013,2,2,2,13,
玩,2,,2013,2,2,2,14,
修,2,,2013,2,2,2,15,
爷,2,,2013,2,2,2,16,
赵,2,,2013,2,2,2,17,
醉,2,,2013,2,2,2,18,
倍,2,,2013,3,3,3,1,
产,2,,2013,3,3,3,2,
佛,2,,2013,3,3,3,3,
福,2,,2013,3,3,3,4,
格,2,,2013,3,3,3,5,
合,2,,2013,3,3,3,6,
货,2,,2013,3,3,3,7,
级,2,,2013,3,3,3,8,
价,2,,2013,3,3,3,9,
礼,2,,2013,3,3,3,10,
量,2,,2013,3,3,3,11,
留,2,,2013,3,3,3,12,
品,2,,2013,3,3,3,13,
送,2,,2013,3,3,3,14,
随,2,,2013,3,3,3,15,
孙,2,,2013,3,3,3,16,
讨,2,,2013,3,3,3,17,
宜,2,,2013,3,3,3,18,
值,2,,2013,3,3,3,19,
质,2,,2013,3,3,3,20,
资,2,,2013,3,3,3,21,
备,2,,2013,4,4,4,1,
超,2,,2013,4,4,4,2,
乘,2,,2013,4,4,4,3,
迟,2,,2013,4,4,4,4,
虫,2,,2013,4,4,4,5,
疯,2,,2013,4,4,4,6,
姑,2,,2013,4,4,4,7,
界,2,,2013,4,4,4,8,
客,2,,2013,4,4,4,9,
狂,2,,2013,4,4,4,10,
脸,2,,2013,4,4,4,11,
满,2,,2013,4,4,4,12,
慕,2,,2013,4,4,4,13,
闹,2,,2013,4,4,4,14,
娘,2,,2013,4,4,4,15,
爬,2,,2013,4,4,4,16,
世,2,,2013,4,4,4,17,
铁,2,,2013,4,4,4,18,
停,2,,2013,4,4,4,19,
羡,2,,2013,4,4,4,20,
准,2,,2013,4,4,4,21,
般,2,,2013,7,7,7,,1
称,2,,2013,7,7,7,,2
该,2,,2013,7,7,7,,3
惯,2,1991,2013,7,7,7,1,4
呼,2,1991,2013,7,7,7,2,5
极,2,1991,,,,,3,
接,2,1991,2013,7,7,7,4,6
姐,2,,2013,7,7,7,,7
解,2,1991,2013,7,7,7,5,8
经,2,,2013,7,7,7,,9
据,2,1991,2013,7,7,7,6,10
具,2,1991,2013,7,7,7,7,11
理,2,1991,2013,7,7,7,8,12
连,2,1991,,7,7,7,9,
论,2,1991,,7,7,7,10,
跑,2,1991,2013,7,7,7,11,13
情,2,1991,2013,7,7,7,12,14
示,2,1991,2013,7,7,7,13,15
受,2,1991,2013,7,7,7,14,16
习,2,1991,2013,7,7,7,15,17
向,2,1991,2013,7,7,7,16,18
已,2,1991,2013,7,7,7,17,19
应,2,1991,,,,,18,
遇,2,1991,2013,7,7,7,19,19
招,2,1991,2013,7,7,7,20,20
之,2,1991,,,,,21,
板,2,1991,2013,8,8,8,1,1
背,2,1991,2013,8,8,8,2,2
彻,2,1991,,,,,3,
底,2,1991,,,,,4,
敢,2,1991,2013,8,8,8,5,3
告,2,1991,,,,,6,
根,2,1991,2013,8,8,8,7,4
挂,2,1991,2013,8,8,8,8,5
鬼,2,1991,2013,8,8,8,9,6
怀,2,1991,2013,8,8,8,10,7
件,2,,2013,8,8,8,,8
紧,2,,2013,8,8,8,,9
类,2,1991,2013,8,8,8,11,10
亮,2,1991,2013,8,8,8,12,11
论,2,,2013,8,8,8,,12
迷,2,1991,2013,8,8,8,13,13
命,2,1991,2013,8,8,8,14,14
木,2,1991,2013,8,8,8,15,15
闹,2,1991,,,,,16,
怕,2,1991,2013,8,8,8,17,16
漂,2,1991,2013,8,8,8,18,17
器,2,1991,2013,8,8,8,19,18
色,2,1991,,,,,20,
神,2,1991,2013,8,8,8,21,19
诉,2,1991,,,,,22,
算,2,1991,,,,,23,
无,2,1991,,,,,24,
吓,2,1991,2013,8,8,8,25,20
疑,2,1991,2013,8,8,8,26,21
者,2,1991,2013,8,8,8,27,22
注,2,1991,2013,8,8,8,28,23
总,2,1991,2013,8,8,8,29,24
爸,2,,2013,9,9,9,,1
般,2,1991,,,,,1,
抱,2,1991,,,,,2,
承,2,1991,2013,9,9,9,3,2
达,2,1991,2013,9,9,9,4,3
富,2,1991,2013,9,9,9,5,4
含,2,1991,2013,9,9,9,6,5
换,2,1991,2013,9,9,9,7,6
革,2,,2013,9,9,9,,7
寄,2,1991,2013,9,9,9,8,8
继,2,1991,2013,9,9,9,9,9
建,2,,2013,9,9,9,,10
将,2,1991,,,,,10,
仅,2,1991,2013,9,9,9,11,11
究,2,,2013,9,9,9,,12
况,2,1991,,,,,12,
妈,2,,2013,9,9,9,,13
强,2,1991,2013,9,9,9,13,14
取,2,,2013,9,9,9,,15
却,2,1991,2013,9,9,9,14,16
随,2,1991,,,,,15,
通,2,1991,2013,9,9,9,16,17
托,2,1991,2013,9,9,9,17,18
望,2,1991,2013,9,9,9,18,19
卫,2,,2013,9,9,9,,20
希,2,1991,2013,9,9,9,19,21
系,2,1991,,,,,20,
夏,2,,2013,9,9,9,,22
乡,2,,2013,9,9,9,,23
选,2,1991,2013,9,9,9,21,24
雪,2,,2013,9,9,9,,25
研,2,,2013,9,9,9,,26
员,2,,2013,9,9,9,,27
革,2,1991,,,,,1,
光,2,1991,,,,,2,
何,2,1991,,,,,3,
建,2,1991,,,,,4,
介,2,1991,,,,,5,
静,2,1991,,,,,6,
究,2,1991,,,,,7,
丽,2,1991,,,,,8,
林,2,1991,,,,,9,
篇,2,1991,,,,,10,
绍,2,1991,,,,,11,
首,2,1991,,,,,12,
卫,2,1991,,,,,13,
细,2,1991,,,,,14,
夏,2,1991,,,,,15,
乡,2,1991,,,,,16,
香,2,1991,,,,,17,
雪,2,1991,,,,,18,
研,2,1991,,,,,19,
周,2,1991,,,,,20,
仔,2,1991,,,,,21,
抱,2,,2013,10,10,10,,1
被,2,,2013,10,10,10,,2
标,2,1991,2013,10,10,10,1,
材,2,1991,2013,10,10,10,2,
曾,2,,2013,10,10,10,,3
答,2,1991,2013,10,10,10,3,4
待,2,1991,2013,10,10,10,4,5
掉,2,1991,2013,10,10,10,5,6
度,2,1991,2013,10,10,10,6,7
断,2,1991,2013,10,10,10,7,8
而,2,1991,2013,10,10,10,8,9
反,2,1991,2013,10,10,10,9,10
故,2,1991,2013,10,10,10,10,11
砍,2,1991,2013,10,10,10,11,12
且,2,,2013,10,10,10,,13
却,2,,2013,10,10,10,,14
杀,2,1991,2013,10,10,10,12,15
世,2,1991,,,,,13,
树,2,1991,2013,10,10,10,14,16
态,2,1991,2013,10,10,10,15,17
统,2,1991,2013,10,10,10,16,18
响,2,1991,2013,10,10,10,17,19
养,2,1991,2013,10,10,10,18,20
映,2,1991,2013,10,10,10,19,21
于,2,1991,,,,,20,
至,2,1991,,,,,21,
准,2,1991,,,,,22,
部,2,,2013,11,11,11,,1
但,2,1991,,,,,1,
导,2,,2013,11,11,11,,2
弟,2,1991,,,,,2,
访,2,,2013,11,11,11,,3
妇,2,1991,2013,11,11,11,3,4
管,2,1991,2013,11,11,11,4,5
害,2,1991,2013,11,11,11,5,6
尽,2,1991,2013,11,11,11,6,7
净,2,,2013,11,11,11,,8
哭,2,1991,2013,11,11,11,7,9
利,2,1991,2013,11,11,11,8,10
流,2,,2013,11,11,11,,11
齐,2,1991,2013,11,11,11,9,12
且,2,1991,,,,,10,
伤,2,1991,2013,11,11,11,11,13
死,2,1991,2013,11,11,11,12,14
洗,2,,2013,11,11,11,,15
